"Sex","Age","Year","Principal","Low","High"
"F",40,2001,92.47402322,92.47402322,92.47402322
"F",41,2001,100.7982705,100.7982705,100.7982705
"F",42,2001,109.5426799,109.5426799,109.5426799
"F",43,2001,118.9678565,118.9678565,118.9678565
"F",44,2001,129.2962504,129.2962504,129.2962504
"F",45,2001,140.8996011,140.8996011,140.8996011
"F",46,2001,154.078661,154.078661,154.078661
"F",47,2001,168.9539959,168.9539959,168.9539959
"F",48,2001,185.5239843,185.5239843,185.5239843
"F",49,2001,203.8610811,203.8610811,203.8610811
"F",50,2001,223.8568968,223.8568968,223.8568968
"F",51,2001,244.5600286,244.5600286,244.5600286
"F",52,2001,267.1801078,267.1801078,267.1801078
"F",53,2001,293.0393184,293.0393184,293.0393184
"F",54,2001,322.1320084,322.1320084,322.1320084
"F",55,2001,354.3922468,354.3922468,354.3922468
"F",56,2001,388.7838439,388.7838439,388.7838439
"F",57,2001,425.424388,425.424388,425.424388
"F",58,2001,464.7445988,464.7445988,464.7445988
"F",59,2001,506.5661753,506.5661753,506.5661753
"F",60,2001,551.1441162,551.1441162,551.1441162
"F",61,2001,598.8812059,598.8812059,598.8812059
"F",62,2001,650.5357363,650.5357363,650.5357363
"F",63,2001,707.0402588,707.0402588,707.0402588
"F",64,2001,769.634356,769.634356,769.634356
"F",65,2001,840.2391063,840.2391063,840.2391063
"F",66,2001,920.5160305,920.5160305,920.5160305
"F",67,2001,1011.914761,1011.914761,1011.914761
"F",68,2001,1115.5991,1115.5991,1115.5991
"F",69,2001,1233.345217,1233.345217,1233.345217
"F",70,2001,1364.578679,1364.578679,1364.578679
"F",71,2001,1510.981263,1510.981263,1510.981263
"F",72,2001,1677.157903,1677.157903,1677.157903
"F",73,2001,1865.070679,1865.070679,1865.070679
"F",74,2001,2077.696365,2077.696365,2077.696365
"F",75,2001,2321.17806,2321.17806,2321.17806
"F",76,2001,2603.533649,2603.533649,2603.533649
"F",77,2001,2933.950824,2933.950824,2933.950824
"F",78,2001,3318.53388,3318.53388,3318.53388
"F",79,2001,3764.46405,3764.46405,3764.46405
"F",80,2001,4279.925419,4279.925419,4279.925419
"F",81,2001,4867.433133,4867.433133,4867.433133
"F",82,2001,5534.088008,5534.088008,5534.088008
"F",83,2001,6293.704415,6293.704415,6293.704415
"F",84,2001,7156.548457,7156.548457,7156.548457
"F",85,2001,8129.545815,8129.545815,8129.545815
"F",86,2001,9218.556668,9218.556668,9218.556668
"F",87,2001,10430.16177,10430.16177,10430.16177
"F",88,2001,11769.54711,11769.54711,11769.54711
"F",89,2001,13240.55889,13240.55889,13240.55889
"F",90,2001,14841.04188,14841.04188,14841.04188
"F",91,2001,16571.96465,16571.96465,16571.96465
"F",92,2001,18437.83319,18437.83319,18437.83319
"F",93,2001,20426.18822,20426.18822,20426.18822
"F",94,2001,22513.16464,22513.16464,22513.16464
"F",95,2001,24666.98308,24666.98308,24666.98308
"F",96,2001,26854.42363,26854.42363,26854.42363
"F",97,2001,29077.28485,29077.28485,29077.28485
"F",98,2001,31353.55675,31353.55675,31353.55675
"F",99,2001,33700.88611,33700.88611,33700.88611
"F",100,2001,36155.75554,36155.75554,36155.75554
"F",101,2001,38737.55446,38737.55446,38737.55446
"F",102,2001,42312.00616,42312.00616,42312.00616
"F",103,2001,46144.80588,46144.80588,46144.80588
"F",104,2001,49319.8399,49319.8399,49319.8399
"F",105,2001,52511.06399,52511.06399,52511.06399
"F",106,2001,55672.63693,55672.63693,55672.63693
"F",107,2001,58788.89786,58788.89786,58788.89786
"F",108,2001,61868.95413,61868.95413,61868.95413
"F",109,2001,64892.2272,64892.2272,64892.2272
"F",110,2001,67840.13655,67840.13655,67840.13655
"F",111,2001,70696.55234,70696.55234,70696.55234
"F",112,2001,73447.04918,73447.04918,73447.04918
"F",113,2001,76079.63968,76079.63968,76079.63968
"F",114,2001,78584.87951,78584.87951,78584.87951
"F",115,2001,80955.86854,80955.86854,80955.86854
"F",116,2001,83188.16072,83188.16072,83188.16072
"F",117,2001,85279.59929,85279.59929,85279.59929
"F",118,2001,87230.09606,87230.09606,87230.09606
"F",119,2001,89041.37383,89041.37383,89041.37383
"F",120,2001,90716.68971,90716.68971,90716.68971
"F",121,2001,92260.55466,92260.55466,92260.55466
"F",122,2001,93678.46182,93678.46182,93678.46182
"F",123,2001,94976.63302,94976.63302,94976.63302
"F",124,2001,96161.78977,96161.78977,96161.78977
"F",125,2001,100000,100000,100000
"M",-1,2001,390.3322937,390.3322937,390.3322937
"M",0,2001,85.04295566,85.04295566,85.04295566
"M",1,2001,25.26947395,25.26947395,25.26947395
"M",2,2001,15.63529945,15.63529945,15.63529945
"M",3,2001,12.0142281,12.0142281,12.0142281
"M",4,2001,10.47386432,10.47386432,10.47386432
"M",5,2001,9.509726425,9.509726425,9.509726425
"M",6,2001,8.645943266,8.645943266,8.645943266
"M",7,2001,7.925664317,7.925664317,7.925664317
"M",8,2001,7.390083717,7.390083717,7.390083717
"M",9,2001,7.207318195,7.207318195,7.207318195
"M",10,2001,7.612204841,7.612204841,7.612204841
"M",11,2001,8.687634431,8.687634431,8.687634431
"M",12,2001,10.48808645,10.48808645,10.48808645
"M",13,2001,13.14643407,13.14643407,13.14643407
"M",14,2001,16.82089945,16.82089945,16.82089945
"M",15,2001,21.63230624,21.63230624,21.63230624
"M",16,2001,27.46977856,27.46977856,27.46977856
"M",17,2001,34.03967649,34.03967649,34.03967649
"M",18,2001,40.71627975,40.71627975,40.71627975
"M",19,2001,46.42494145,46.42494145,46.42494145
"M",20,2001,50.20816844,50.20816844,50.20816844
"M",21,2001,51.95606036,51.95606036,51.95606036
"M",22,2001,52.33822728,52.33822728,52.33822728
"M",23,2001,52.23708328,52.23708328,52.23708328
"M",24,2001,52.48871189,52.48871189,52.48871189
"M",25,2001,53.69309144,53.69309144,53.69309144
"M",26,2001,56.03827177,56.03827177,56.03827177
"M",27,2001,59.41805134,59.41805134,59.41805134
"M",28,2001,63.61605845,63.61605845,63.61605845
"M",29,2001,68.28603563,68.28603563,68.28603563
"M",30,2001,73.17618223,73.17618223,73.17618223
"M",31,2001,78.25668046,78.25668046,78.25668046
"M",32,2001,83.66319813,83.66319813,83.66319813
"M",33,2001,89.66312309,89.66312309,89.66312309
"M",34,2001,96.57712126,96.57712126,96.57712126
"M",35,2001,104.5457356,104.5457356,104.5457356
"M",36,2001,113.5318919,113.5318919,113.5318919
"M",37,2001,123.4781284,123.4781284,123.4781284
"M",38,2001,134.109956,134.109956,134.109956
"M",39,2001,145.2095036,145.2095036,145.2095036
"M",40,2001,156.6968462,156.6968462,156.6968462
"M",41,2001,168.5935558,168.5935558,168.5935558
"M",42,2001,180.9944302,180.9944302,180.9944302
"M",43,2001,193.9558642,193.9558642,193.9558642
"M",44,2001,207.5439076,207.5439076,207.5439076
"M",45,2001,221.9790489,221.9790489,221.9790489
"M",46,2001,237.7101981,237.7101981,237.7101981
"M",47,2001,255.1312523,255.1312523,255.1312523
"M",48,2001,274.8165637,274.8165637,274.8165637
"M",49,2001,297.3280503,297.3280503,297.3280503
"M",50,2001,323.4693491,323.4693491,323.4693491
"M",51,2001,353.8685115,353.8685115,353.8685115
"M",52,2001,388.1341158,388.1341158,388.1341158
"M",53,2001,426.3563741,426.3563741,426.3563741
"M",54,2001,469.1352802,469.1352802,469.1352802
"M",55,2001,516.4777068,516.4777068,516.4777068
"M",56,2001,568.2795468,568.2795468,568.2795468
"M",57,2001,624.9200953,624.9200953,624.9200953
"M",58,2001,686.1874556,686.1874556,686.1874556
"M",59,2001,751.2792917,751.2792917,751.2792917
"M",60,2001,819.7182946,819.7182946,819.7182946
"M",61,2001,891.8012202,891.8012202,891.8012202
"M",62,2001,968.7558223,968.7558223,968.7558223
"M",63,2001,1052.238715,1052.238715,1052.238715
"M",64,2001,1144.329646,1144.329646,1144.329646
"M",65,2001,1248.352885,1248.352885,1248.352885
"M",66,2001,1368.483248,1368.483248,1368.483248
"M",67,2001,1507.457527,1507.457527,1507.457527
"M",68,2001,1665.809756,1665.809756,1665.809756
"M",69,2001,1843.898999,1843.898999,1843.898999
"M",70,2001,2042.513554,2042.513554,2042.513554
"M",71,2001,2261.035289,2261.035289,2261.035289
"M",72,2001,2499.110739,2499.110739,2499.110739
"M",73,2001,2758.529534,2758.529534,2758.529534
"M",74,2001,3042.926345,3042.926345,3042.926345
"M",75,2001,3361.8965,3361.8965,3361.8965
"M",76,2001,3728.893803,3728.893803,3728.893803
"M",77,2001,4150.606975,4150.606975,4150.606975
"M",78,2001,4633.396185,4633.396185,4633.396185
"M",79,2001,5188.356766,5188.356766,5188.356766
"M",80,2001,5826.712191,5826.712191,5826.712191
"M",81,2001,6557.44824,6557.44824,6557.44824
"M",82,2001,7386.933595,7386.933595,7386.933595
"M",83,2001,8316.149932,8316.149932,8316.149932
"M",84,2001,9348.326011,9348.326011,9348.326011
"M",85,2001,10497.14542,10497.14542,10497.14542
"M",86,2001,11757.15597,11757.15597,11757.15597
"M",87,2001,13128.44707,13128.44707,13128.44707
"M",88,2001,14612.28393,14612.28393,14612.28393
"M",89,2001,16203.08019,16203.08019,16203.08019
"M",90,2001,17906.94168,17906.94168,17906.94168
"M",91,2001,19719.3113,19719.3113,19719.3113
"M",92,2001,21641.71956,21641.71956,21641.71956
"M",93,2001,23688.69297,23688.69297,23688.69297
"M",94,2001,25867.82808,25867.82808,25867.82808
"M",95,2001,28181.4926,28181.4926,28181.4926
"M",96,2001,30624.2088,30624.2088,30624.2088
"M",97,2001,33250.16654,33250.16654,33250.16654
"M",98,2001,36002.57991,36002.57991,36002.57991
"M",99,2001,38785.35328,38785.35328,38785.35328
"M",100,2001,41632.31582,41632.31582,41632.31582
"M",101,2001,44539.77073,44539.77073,44539.77073
"M",102,2001,47485.75477,47485.75477,47485.75477
"M",103,2001,50449.61413,50449.61413,50449.61413
"M",104,2001,53413.11586,53413.11586,53413.11586
"M",105,2001,56363.03823,56363.03823,56363.03823
"M",106,2001,59285.26962,59285.26962,59285.26962
"M",107,2001,62165.95876,62165.95876,62165.95876
"M",108,2001,64990.36502,64990.36502,64990.36502
"M",109,2001,67742.58048,67742.58048,67742.58048
"M",110,2001,70408.86392,70408.86392,70408.86392
"M",111,2001,72977.89368,72977.89368,72977.89368
"M",112,2001,75439.8226,75439.8226,75439.8226
"M",113,2001,77786.87636,77786.87636,77786.87636
"M",114,2001,80013.34439,80013.34439,80013.34439
"M",115,2001,82115.50461,82115.50461,82115.50461
"M",116,2001,84091.49384,84091.49384,84091.49384
"M",117,2001,85941.13728,85941.13728,85941.13728
"M",118,2001,87665.75024,87665.75024,87665.75024
"M",119,2001,89267.92485,89267.92485,89267.92485
"M",120,2001,90751.31259,90751.31259,90751.31259
"M",121,2001,92120.41201,92120.41201,92120.41201
"M",122,2001,93380.36835,93380.36835,93380.36835
"M",123,2001,94536.79023,94536.79023,94536.79023
"M",124,2001,95595.58654,95595.58654,95595.58654
"M",125,2001,100000,100000,100000
"F",-1,2002,317.1616704,317.1616704,317.1616704
"F",0,2002,70.13075757,70.13075757,70.13075757
"F",1,2002,22.46946986,22.46946986,22.46946986
"F",2,2002,14.27163763,14.27163763,14.27163763
"F",3,2002,10.91342159,10.91342159,10.91342159
"F",4,2002,9.369557213,9.369557213,9.369557213
"F",5,2002,8.416331528,8.416331528,8.416331528
"F",6,2002,7.678819171,7.678819171,7.678819171
"F",7,2002,7.151681525,7.151681525,7.151681525
"F",8,2002,6.834082137,6.834082137,6.834082137
"F",9,2002,6.78221967,6.78221967,6.78221967
"F",10,2002,7.049109912,7.049109912,7.049109912
"F",11,2002,7.683026355,7.683026355,7.683026355
"F",12,2002,8.796654709,8.796654709,8.796654709
"F",13,2002,10.34925731,10.34925731,10.34925731
"F",14,2002,12.21188075,12.21188075,12.21188075
"F",15,2002,14.16027555,14.16027555,14.16027555
"F",16,2002,16.04065636,16.04065636,16.04065636
"F",17,2002,17.90059385,17.90059385,17.90059385
"F",18,2002,19.80493022,19.80493022,19.80493022
"F",19,2002,21.4444666,21.4444666,21.4444666
"F",20,2002,22.40739508,22.40739508,22.40739508
"F",21,2002,22.85704164,22.85704164,22.85704164
"F",22,2002,23.14253628,23.14253628,23.14253628
"F",23,2002,23.48102386,23.48102386,23.48102386
"F",24,2002,24.24228817,24.24228817,24.24228817
"F",25,2002,25.65939719,25.65939719,25.65939719
"F",26,2002,27.63505641,27.63505641,27.63505641
"F",27,2002,30.09553222,30.09553222,30.09553222
"F",28,2002,32.9334548,32.9334548,32.9334548
"F",29,2002,36.00911238,36.00911238,36.00911238
"F",30,2002,39.17919055,39.17919055,39.17919055
"F",31,2002,42.43650842,42.43650842,42.43650842
"F",32,2002,45.87986338,45.87986338,45.87986338
"F",33,2002,49.62927812,49.62927812,49.62927812
"F",34,2002,53.83847574,53.83847574,53.83847574
"F",35,2002,58.68240349,58.68240349,58.68240349
"F",36,2002,64.25911755,64.25911755,64.25911755
"F",37,2002,70.50003483,70.50003483,70.50003483
"F",38,2002,77.32015441,77.32015441,77.32015441
"F",39,2002,84.61974908,84.61974908,84.61974908
"F",40,2002,92.47402322,92.47402322,92.47402322
"F",41,2002,100.7982705,100.7982705,100.7982705
"F",42,2002,109.5426799,109.5426799,109.5426799
"F",43,2002,118.9678565,118.9678565,118.9678565
"F",44,2002,129.2962504,129.2962504,129.2962504
"F",45,2002,140.8996011,140.8996011,140.8996011
"F",46,2002,154.078661,154.078661,154.078661
"F",47,2002,168.9539959,168.9539959,168.9539959
"F",48,2002,185.5239843,185.5239843,185.5239843
"F",49,2002,203.8610811,203.8610811,203.8610811
"F",50,2002,223.8568968,223.8568968,223.8568968
"F",51,2002,244.5600286,244.5600286,244.5600286
"F",52,2002,267.1801078,267.1801078,267.1801078
"F",53,2002,293.0393184,293.0393184,293.0393184
"F",54,2002,322.1320084,322.1320084,322.1320084
"F",55,2002,354.3922468,354.3922468,354.3922468
"F",56,2002,388.7838439,388.7838439,388.7838439
"F",57,2002,425.424388,425.424388,425.424388
"F",58,2002,464.7445988,464.7445988,464.7445988
"F",59,2002,506.5661753,506.5661753,506.5661753
"F",60,2002,551.1441162,551.1441162,551.1441162
"F",61,2002,598.8812059,598.8812059,598.8812059
"F",62,2002,650.5357363,650.5357363,650.5357363
"F",63,2002,707.0402588,707.0402588,707.0402588
"F",64,2002,769.634356,769.634356,769.634356
"F",65,2002,840.2391063,840.2391063,840.2391063
"F",66,2002,920.5160305,920.5160305,920.5160305
"F",67,2002,1011.914761,1011.914761,1011.914761
"F",68,2002,1115.5991,1115.5991,1115.5991
"F",69,2002,1233.345217,1233.345217,1233.345217
"F",70,2002,1364.578679,1364.578679,1364.578679
"F",71,2002,1510.981263,1510.981263,1510.981263
"F",72,2002,1677.157903,1677.157903,1677.157903
"F",73,2002,1865.070679,1865.070679,1865.070679
"F",74,2002,2077.696365,2077.696365,2077.696365
"F",75,2002,2321.17806,2321.17806,2321.17806
"F",76,2002,2603.533649,2603.533649,2603.533649
"F",77,2002,2933.950824,2933.950824,2933.950824
"F",78,2002,3318.53388,3318.53388,3318.53388
"F",79,2002,3764.46405,3764.46405,3764.46405
"F",80,2002,4279.925419,4279.925419,4279.925419
"F",81,2002,4867.433133,4867.433133,4867.433133
"F",82,2002,5534.088008,5534.088008,5534.088008
"F",83,2002,6293.704415,6293.704415,6293.704415
"F",84,2002,7156.548457,7156.548457,7156.548457
"F",85,2002,8129.545815,8129.545815,8129.545815
"F",86,2002,9218.556668,9218.556668,9218.556668
"F",87,2002,10430.16177,10430.16177,10430.16177
"F",88,2002,11769.54711,11769.54711,11769.54711
"F",89,2002,13240.55889,13240.55889,13240.55889
"F",90,2002,14841.04188,14841.04188,14841.04188
"F",91,2002,16571.96465,16571.96465,16571.96465
"F",92,2002,18437.83319,18437.83319,18437.83319
"F",93,2002,20426.18822,20426.18822,20426.18822
"F",94,2002,22513.16464,22513.16464,22513.16464
"F",95,2002,24666.98308,24666.98308,24666.98308
"F",96,2002,26854.42363,26854.42363,26854.42363
"F",97,2002,29077.28485,29077.28485,29077.28485
"F",98,2002,31353.55675,31353.55675,31353.55675
"F",99,2002,33700.88611,33700.88611,33700.88611
"F",100,2002,36155.75554,36155.75554,36155.75554
"F",101,2002,38737.55446,38737.55446,38737.55446
"F",102,2002,42312.00616,42312.00616,42312.00616
"F",103,2002,46144.80588,46144.80588,46144.80588
"F",104,2002,49319.8399,49319.8399,49319.8399
"F",105,2002,52511.06399,52511.06399,52511.06399
"F",106,2002,55672.63693,55672.63693,55672.63693
"F",107,2002,58788.89786,58788.89786,58788.89786
"F",108,2002,61868.95413,61868.95413,61868.95413
"F",109,2002,64892.2272,64892.2272,64892.2272
"F",110,2002,67840.13655,67840.13655,67840.13655
"F",111,2002,70696.55234,70696.55234,70696.55234
"F",112,2002,73447.04918,73447.04918,73447.04918
"F",113,2002,76079.63968,76079.63968,76079.63968
"F",114,2002,78584.87951,78584.87951,78584.87951
"F",115,2002,80955.86854,80955.86854,80955.86854
"F",116,2002,83188.16072,83188.16072,83188.16072
"F",117,2002,85279.59929,85279.59929,85279.59929
"F",118,2002,87230.09606,87230.09606,87230.09606
"F",119,2002,89041.37383,89041.37383,89041.37383
"F",120,2002,90716.68971,90716.68971,90716.68971
"F",121,2002,92260.55466,92260.55466,92260.55466
"F",122,2002,93678.46182,93678.46182,93678.46182
"F",123,2002,94976.63302,94976.63302,94976.63302
"F",124,2002,96161.78977,96161.78977,96161.78977
"F",125,2002,100000,100000,100000
"M",-1,2002,390.3322937,390.3322937,390.3322937
"M",0,2002,85.04295566,85.04295566,85.04295566
"M",1,2002,25.26947395,25.26947395,25.26947395
"M",2,2002,15.63529945,15.63529945,15.63529945
"M",3,2002,12.0142281,12.0142281,12.0142281
"M",4,2002,10.47386432,10.47386432,10.47386432
"M",5,2002,9.509726425,9.509726425,9.509726425
"M",6,2002,8.645943266,8.645943266,8.645943266
"M",7,2002,7.925664317,7.925664317,7.925664317
"M",8,2002,7.390083717,7.390083717,7.390083717
"M",9,2002,7.207318195,7.207318195,7.207318195
"M",10,2002,7.612204841,7.612204841,7.612204841
"M",11,2002,8.687634431,8.687634431,8.687634431
"M",12,2002,10.48808645,10.48808645,10.48808645
"M",13,2002,13.14643407,13.14643407,13.14643407
"M",14,2002,16.82089945,16.82089945,16.82089945
"M",15,2002,21.63230624,21.63230624,21.63230624
"M",16,2002,27.46977856,27.46977856,27.46977856
"M",17,2002,34.03967649,34.03967649,34.03967649
"M",18,2002,40.71627975,40.71627975,40.71627975
"M",19,2002,46.42494145,46.42494145,46.42494145
"M",20,2002,50.20816844,50.20816844,50.20816844
"M",21,2002,51.95606036,51.95606036,51.95606036
"M",22,2002,52.33822728,52.33822728,52.33822728
"M",23,2002,52.23708328,52.23708328,52.23708328
"M",24,2002,52.48871189,52.48871189,52.48871189
"M",25,2002,53.69309144,53.69309144,53.69309144
"M",26,2002,56.03827177,56.03827177,56.03827177
"M",27,2002,59.41805134,59.41805134,59.41805134
"M",28,2002,63.61605845,63.61605845,63.61605845
"M",29,2002,68.28603563,68.28603563,68.28603563
"M",30,2002,73.17618223,73.17618223,73.17618223
"M",31,2002,78.25668046,78.25668046,78.25668046
"M",32,2002,83.66319813,83.66319813,83.66319813
"M",33,2002,89.66312309,89.66312309,89.66312309
"M",34,2002,96.57712126,96.57712126,96.57712126
"M",35,2002,104.5457356,104.5457356,104.5457356
"M",36,2002,113.5318919,113.5318919,113.5318919
"M",37,2002,123.4781284,123.4781284,123.4781284
"M",38,2002,134.109956,134.109956,134.109956
"M",39,2002,145.2095036,145.2095036,145.2095036
"M",40,2002,156.6968462,156.6968462,156.6968462
"M",41,2002,168.5935558,168.5935558,168.5935558
"M",42,2002,180.9944302,180.9944302,180.9944302
"M",43,2002,193.9558642,193.9558642,193.9558642
"M",44,2002,207.5439076,207.5439076,207.5439076
"M",45,2002,221.9790489,221.9790489,221.9790489
"M",46,2002,237.7101981,237.7101981,237.7101981
"M",47,2002,255.1312523,255.1312523,255.1312523
"M",48,2002,274.8165637,274.8165637,274.8165637
"M",49,2002,297.3280503,297.3280503,297.3280503
"M",50,2002,323.4693491,323.4693491,323.4693491
"M",51,2002,353.8685115,353.8685115,353.8685115
"M",52,2002,388.1341158,388.1341158,388.1341158
"M",53,2002,426.3563741,426.3563741,426.3563741
"M",54,2002,469.1352802,469.1352802,469.1352802
"M",55,2002,516.4777068,516.4777068,516.4777068
"M",56,2002,568.2795468,568.2795468,568.2795468
"M",57,2002,624.9200953,624.9200953,624.9200953
"M",58,2002,686.1874556,686.1874556,686.1874556
"M",59,2002,751.2792917,751.2792917,751.2792917
"M",60,2002,819.7182946,819.7182946,819.7182946
"M",61,2002,891.8012202,891.8012202,891.8012202
"M",62,2002,968.7558223,968.7558223,968.7558223
"M",63,2002,1052.238715,1052.238715,1052.238715
"M",64,2002,1144.329646,1144.329646,1144.329646
"M",65,2002,1248.352885,1248.352885,1248.352885
"M",66,2002,1368.483248,1368.483248,1368.483248
"M",67,2002,1507.457527,1507.457527,1507.457527
"M",68,2002,1665.809756,1665.809756,1665.809756
"M",69,2002,1843.898999,1843.898999,1843.898999
"M",70,2002,2042.513554,2042.513554,2042.513554
"M",71,2002,2261.035289,2261.035289,2261.035289
"M",72,2002,2499.110739,2499.110739,2499.110739
"M",73,2002,2758.529534,2758.529534,2758.529534
"M",74,2002,3042.926345,3042.926345,3042.926345
"M",75,2002,3361.8965,3361.8965,3361.8965
"M",76,2002,3728.893803,3728.893803,3728.893803
"M",77,2002,4150.606975,4150.606975,4150.606975
"M",78,2002,4633.396185,4633.396185,4633.396185
"M",79,2002,5188.356766,5188.356766,5188.356766
"M",80,2002,5826.712191,5826.712191,5826.712191
"M",81,2002,6557.44824,6557.44824,6557.44824
"M",82,2002,7386.933595,7386.933595,7386.933595
"M",83,2002,8316.149932,8316.149932,8316.149932
"M",84,2002,9348.326011,9348.326011,9348.326011
"M",85,2002,10497.14542,10497.14542,10497.14542
"M",86,2002,11757.15597,11757.15597,11757.15597
"M",87,2002,13128.44707,13128.44707,13128.44707
"M",88,2002,14612.28393,14612.28393,14612.28393
"M",89,2002,16203.08019,16203.08019,16203.08019
"M",90,2002,17906.94168,17906.94168,17906.94168
"M",91,2002,19719.3113,19719.3113,19719.3113
"M",92,2002,21641.71956,21641.71956,21641.71956
"M",93,2002,23688.69297,23688.69297,23688.69297
"M",94,2002,25867.82808,25867.82808,25867.82808
"M",95,2002,28181.4926,28181.4926,28181.4926
"M",96,2002,30624.2088,30624.2088,30624.2088
"M",97,2002,33250.16654,33250.16654,33250.16654
"M",98,2002,36002.57991,36002.57991,36002.57991
"M",99,2002,38785.35328,38785.35328,38785.35328
"M",100,2002,41632.31582,41632.31582,41632.31582
"M",101,2002,44539.77073,44539.77073,44539.77073
"M",102,2002,47485.75477,47485.75477,47485.75477
"M",103,2002,50449.61413,50449.61413,50449.61413
"M",104,2002,53413.11586,53413.11586,53413.11586
"M",105,2002,56363.03823,56363.03823,56363.03823
"M",106,2002,59285.26962,59285.26962,59285.26962
"M",107,2002,62165.95876,62165.95876,62165.95876
"M",108,2002,64990.36502,64990.36502,64990.36502
"M",109,2002,67742.58048,67742.58048,67742.58048
"M",110,2002,70408.86392,70408.86392,70408.86392
"M",111,2002,72977.89368,72977.89368,72977.89368
"M",112,2002,75439.8226,75439.8226,75439.8226
"M",113,2002,77786.87636,77786.87636,77786.87636
"M",114,2002,80013.34439,80013.34439,80013.34439
"M",115,2002,82115.50461,82115.50461,82115.50461
"M",116,2002,84091.49384,84091.49384,84091.49384
"M",117,2002,85941.13728,85941.13728,85941.13728
"M",118,2002,87665.75024,87665.75024,87665.75024
"M",119,2002,89267.92485,89267.92485,89267.92485
"M",120,2002,90751.31259,90751.31259,90751.31259
"M",121,2002,92120.41201,92120.41201,92120.41201
"M",122,2002,93380.36835,93380.36835,93380.36835
"M",123,2002,94536.79023,94536.79023,94536.79023
"M",124,2002,95595.58654,95595.58654,95595.58654
"M",125,2002,100000,100000,100000
"F",-1,2003,317.1616704,317.1616704,317.1616704
"F",0,2003,70.13075757,70.13075757,70.13075757
"F",1,2003,22.46946986,22.46946986,22.46946986
"F",2,2003,14.27163763,14.27163763,14.27163763
"F",3,2003,10.91342159,10.91342159,10.91342159
"F",4,2003,9.369557213,9.369557213,9.369557213
"F",5,2003,8.416331528,8.416331528,8.416331528
"F",6,2003,7.678819171,7.678819171,7.678819171
"F",7,2003,7.151681525,7.151681525,7.151681525
"F",8,2003,6.834082137,6.834082137,6.834082137
"F",9,2003,6.78221967,6.78221967,6.78221967
"F",10,2003,7.049109912,7.049109912,7.049109912
"F",11,2003,7.683026355,7.683026355,7.683026355
"F",12,2003,8.796654709,8.796654709,8.796654709
"F",13,2003,10.34925731,10.34925731,10.34925731
"F",14,2003,12.21188075,12.21188075,12.21188075
"F",15,2003,14.16027555,14.16027555,14.16027555
"F",16,2003,16.04065636,16.04065636,16.04065636
"F",17,2003,17.90059385,17.90059385,17.90059385
"F",18,2003,19.80493022,19.80493022,19.80493022
"F",19,2003,21.4444666,21.4444666,21.4444666
"F",20,2003,22.40739508,22.40739508,22.40739508
"F",21,2003,22.85704164,22.85704164,22.85704164
"F",22,2003,23.14253628,23.14253628,23.14253628
"F",23,2003,23.48102386,23.48102386,23.48102386
"F",24,2003,24.24228817,24.24228817,24.24228817
"F",25,2003,25.65939719,25.65939719,25.65939719
"F",26,2003,27.63505641,27.63505641,27.63505641
"F",27,2003,30.09553222,30.09553222,30.09553222
"F",28,2003,32.9334548,32.9334548,32.9334548
